SKU,Product Title,QTY,Expiring QTY,Days till Expiration,Sell Out in Days,Unit Cost,Retail Price,Net Weight,Unit Gross Weight (g),Vendor-L,Farm Level,Product Type,Cacaonum,Allergens,Awards,Chocolate Type,Diet Icons,Exceeds Sellout,Source Country,Inclusion or Flavor,Tags-L
A-RIT-203,Ritual Honeycomb Toffee 75%,56,20,501,420,$4.95,$11.25,60,86.18,Ritual Chocolate,"Farm 1,Farm 2",Chocolate Bars,75,"Dairy Free,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Trace Gluten",,"Dark,Inclusions","Organic Cacao,No Gluten,No Soy,No Tree Nuts,No Dairy",-81,Belize,,"estate-Maya Mountain Cacao,fruity,marginlow,marginmid,mcountry-United States,region-Toledo"
A-RIT-205,Ritual S'Mores Bar 70%,47,47,477,470,$4.95,$11.25,60,86.18,Ritual Chocolate,"Farm 1,Farm 2",Chocolate Bars,70,"Dairy Free,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Contains Gluten",,"Dark,Inclusions","Organic Cacao,No Soy,No Tree Nuts,No Dairy",-7,Blend,,"marginlow,marginmid,mcountry-United States"
A-RIT-207,Ritual Dark Cherry Vanilla Bar 70%,180,48,518,"1,157",$4.95,$11.25,60,85.05,Ritual Chocolate,"Farm 1,Farm 2",Chocolate Bars,70,"Dairy Free,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Dark,Flavored,Inclusions","Organic Cacao,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",639.14,,"Fruit,Cherry",
A-SOM-101,Soma Crazy 88%,74,38,600,86,$6.61,$15.50,65,90.72,Soma,"Farm 1,Farm 2",Chocolate Bars,88,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Dark,Plain","Keto Friendly,Organic Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-513.51,Blend,,"marginlow,mcountry-Canada"
A-SOM-107,Soma Mr. Salazar Costa Esmeraldas 70%,42,18,585,210,$5.78,$14.50,65,79.1,Soma,"Farm 1,Farm 2",Chocolate Bars,70,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Dark,Plain","Organic Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-375,Ecuador,,"estate-Costa Esmeraldas,marginlow,mcountry-Canada,nutty,region-Esmeraldas"
A-SOM-108,"Soma Semuliki Forest, Uganda 70%",42,18,615,315,$5.89,$14.50,65,65,Soma,"Farm 1,Farm 2",Chocolate Bars,70,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Dark,Plain","Organic Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-300,Uganda,,"estate-Semuliki Forest,fudgy,marginlow,mcountry-Canada,region-Bundibugyo"
A-SOM-111,Soma Mbingu Tanzania 70%,18,18,564,125,$5.89,$14.50,65,65,Soma,"Farm 1,Farm 2",Chocolate Bars,70,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Dark,Plain","Organic Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-439.38,Tanzania,,"fudgy,marginlow,mcountry-Canada"
A-SOM-113,Soma Guasare Venezuela 70%,19,19,646,44,$9.49,$22.00,65,90.72,Soma,"Farm 1,Farm 2",Chocolate Bars,70,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",ICA gold 2018,"Dark,Plain","Organic Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-602.15,Venezuela,,"has-award,marginlow,mcountry-Canada,overstock-ignore,rare,region-Zulia"
A-SOM-116,Soma Old School Milk Chuao Bar,18,18,311,24,$6.10,$15.50,90,90.72,Soma,"Farm 1,Farm 2",Chocolate Bars,38,"Contains Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten","AOC gold 2017,AOC gold 2018,ICA gold 2017,ICA silver 2016","Milk,Plain,Rough","Organic Sugar,No Gluten,No Soy,No Tree Nuts",-286.82,Venezuela,,"has-award,marginlow,mcountry-Canada,region-Aragua"
A-SOM-117,Soma Starry Night Dark 70%,11,11,646,62,$5.86,$14.50,65,90.72,Soma,"Farm 1,Farm 2",Chocolate Bars,70,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Dark,Plain,Salt","Organic Sugar,Vegan,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-584.13,Blend,,"marginlow,mcountry-Canada"
A-SOM-120,Soma Ancestral Venezuela 70%,23,23,677,86,$9.49,$22.00,65,90.72,Soma,"Farm 1,Farm 2",Mini Bars,70,"Trace Dairy,Trace Peanuts,Soy Free,Trace Tree Nuts,Trace Gluten,Sesame Free",,"Plain,Dark","Organic Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-590.75,Venezuela,,"holiday,marginlow,rare"
A-SOM-204,Soma Twinkle Bar Caramel Chocolate w/ Salt,14,14,312,105,$5.86,$15.00,65,90.72,Soma,"Farm 1,Farm 2",Chocolate Bars,50,"Contains Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Inclusions,Milk,Salt","Organic Sugar,No Gluten,No Soy,No Tree Nuts",-207,Blend,,"Christmas,marginlow,mcountry-Canada"
A-SOM-210,"Soma Stratus, with Icewine lees",29,17,584,137,$5.89,$15.00,65,90.72,Soma,"Farm 1,Farm 2",Chocolate Bars,70,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Dark,Flavored,Inclusions","Organic Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-446.63,Ecuador,Alcohol,"marginlow,mcountry-Canada,wonderful"
A-TAV-100,Tavi Dark Chocolate 72%,209,209,97,"2,687",$4.40,$11.50,80,93.55,Tavi Chocolate,,Chocolate Bars,72,"Trace Peanuts,Sesame Free,Gluten Free,Trace Tree Nuts,Trace Dairy,Contains Soy",,"Dark,Plain","No Gluten,No Tree Nuts,No Dairy","2,590.14",Colombia,,"BTGO,expiring-later,mcountry-Colombia,overstock-more"
A-TAV-200,Tavi Dark Orange Honeycomb 72%,55,55,82,225,$4.40,$11.50,80,93.55,Tavi Chocolate,,Chocolate Bars,72,"Trace Dairy,Trace Peanuts,Contains Soy,Trace Tree Nuts,Gluten Free,Sesame Free",,"Dark,Inclusions","No Gluten,No Tree Nuts,No Dairy",143,Colombia,"Orange,Fruit","expiring-now,mcountry-Colombia"
A-THE-100,Theo & Philo Dark Chocolate 70%,407,303,312,148,$2.00,$7.65,45,53.86,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate Bars,70,"Trace Dairy,Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-163.7,Philippines,,"btgt,distribution,earthy,marginhigh,mcountry-Philippines,region-Davao"
A-THE-101,Theo & Philo Dark Chocolate 90%,446,146,401,197,$2.00,$7.65,45,53.86,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate Bars,90,"Trace Dairy,Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Keto Friendly,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-204.24,Philippines,,"btgt,distribution,earthy,marginhigh,mcountry-Philippines,region-Davao"
A-THE-200,Theo & Philo Dark Chocolate w/ Calamansi 65%,423,63,370,93,$2.00,$7.65,45,53.86,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate Bars,65,"Trace Dairy,Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Inclusions","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-277.37,Philippines,"Fruit,Citrus","BTGO,btgt,distribution,marginhigh,mcountry-Philippines,region-Davao,wonderful"
A-THE-201,Theo & Philo Dark Chocolate w/ Black Sesame 65%,396,396,462,81,$2.00,$7.65,45,53.86,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate Bars,65,"Trace Dairy,Trace Peanuts,Contains Sesame,Soy Free,Contains Tree Nuts,Gluten Free",,"Dark,Inclusions","Vegan+,No Gluten,No Soy,No Dairy",-380.82,Philippines,Nuts,"btgt,distribution,earthy,marginhigh,mcountry-Philippines,POS,region-Davao,wonderful"
A-THE-202,Theo & Philo Milk Chocolate Turon 44%,209,209,204,60,$2.00,$7.65,45,53.86,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate Bars,44,"Contains Dairy,Trace Peanuts,Contains Sesame,Soy Free,Trace Tree Nuts,Trace Gluten",,"Inclusions,Milk","No Gluten,No Soy,No Tree Nuts",-143.9,Philippines,Fruit,"btgt,distribution,marginhigh,mcountry-Philippines,POS,region-Davao"
A-THE-203,Theo & Philo Dark Chocolate w/ Labuyo Chili 65%,358,78,370,123,$2.00,$7.65,45,53.86,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate Bars,65,"Trace Dairy,Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Inclusions","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-247.49,Philippines,Spice,"btgt,distribution,earthy,marginhigh,mcountry-Philippines,region-Davao"
A-THE-204,Theo & Philo Milk Chocolate Pili & Pinipig,314,14,219,137,$2.00,$7.65,45,53.86,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate Bars,,"Contains Dairy,Trace Peanuts,Trace Sesame,Soy Free,Contains Tree Nuts,Gluten Free",,"Inclusions,Milk","No Gluten,No Soy",-82.48,Philippines,Nuts,"btgt,distribution,marginhigh,mcountry-Philippines,region-Davao,wonderful"
A-THE-205,Theo & Philo Dark Chocolate w/ Green Mango & Salt 65%,365,365,462,73,$2.00,$7.65,45,53.86,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate Bars,65,"Trace Dairy,Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Inclusions,Salt","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-389.16,Philippines,Fruit,"btgt,distribution,earthy,marginhigh,mcountry-Philippines,POS,region-Davao"
A-THE-208,Theo & Philo Milk Chocolate Adobo,412,412,554,117,$2.00,$7.65,45,53.86,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate Bars,42,"Contains Dairy,Trace Peanuts,Trace Sesame,Contains Soy,Trace Tree Nuts,Contains Gluten",AOC silver 2018,"Flavored,Milk",No Tree Nuts,-437.4,Philippines,,"btgt,distribution,earthy,has-award,marginhigh,mcountry-Philippines,region-Davao,weird"
A-THE-209,"Theo & Philo Dark Chocolate w/ Mango, Chili & Nibs 65%",423,423,462,126,$2.00,$7.65,45,53.86,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate Bars,,"Dairy Free,Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Inclusions","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-336.36,Philippines,Spice,"btgt,distribution,marginhigh,mcountry-Philippines,region-Davao"
A-THE-210,Theo & Philo Milk Chocolate w/ Barako Coffee,330,330,281,74,$2.00,$7.65,45,53.86,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate Bars,65,"Contains Dairy,Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"Inclusions,Milk","No Gluten,No Soy,No Tree Nuts",-206.94,Philippines,Coffee,"btgt,distribution,earthy,marginhigh,mcountry-Philippines,region-Davao"
A-THE-211,Theo & Philo Dark Chocolate w/ Pineapple and Salt 65%,397,397,462,80,$2.00,$7.65,45,53.86,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate Bars,65,"Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free,Trace Dairy",,"Dark,Inclusions","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",-381.53,Philippines,"Fruit,Pineapple","btgt,distribution,earthy,marginhigh,mcountry-Philippines,region-Davao,wonderful"
A-ZOT-103,"Labooko Milk ""Dark Style"" Chocolate 70%",90,30,173,253,$5.68,$12.00,50,79.38,Zotter,"Farm 1,Farm 2",Chocolate Bars,70,"Contains Dairy,Trace Peanuts,Trace Sesame,Trace Soy,Trace Tree Nuts,Gluten Free",,"Dark,Dark Milk,Plain","EU Organic,Fair Trade,Keto Friendly,No Refined Sugar,Sugar Free,No Gluten,No Soy,No Tree Nuts",80.13,Blend,,"BTGO,marginlow,mcountry-Austria"
A-ZOT-104,Labooko Nicaragua Milk Chocolate 50%,23,13,174,345,$5.68,$12.00,70,79.38,Zotter,"Farm 1,Farm 2",Chocolate Bars,50,"Contains Dairy,Trace Peanuts,Trace Sesame,Trace Soy,Trace Tree Nuts,Gluten Free",,"Milk,Plain","EU Organic,Fair Trade,No Gluten,No Soy,No Tree Nuts",171,Nicaragua,,"marginlow,mcountry-Austria"
BOX-005,Bar & Cocoa - Add a Gift Box,4047,47,5311,"4,047",$1.31,$6.00,35,255.15,Bar & Cocoa,"Farm 1,Farm 2,Farm 3",Gift Note,,,,,,"-1,264",,,"expiring-ignore,Gifts,hidebox,marginlow,nodetails,overstock-ignore,review-exclude"
H-AMO-100,A. Morin Perou Chanchamayo 100%,23,23,394,63,$4.19,$14.00,100,111.13,Chocolaterie A Morin,"Farm 1,Farm 2",Chocolate Bars,100,"Trace Dairy,Peanut Free,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",AOC silver 2023,"100% Cacao,Dark,Plain","EU Organic,Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-331.27,Peru,,"fruity,marginmid,mcountry-France,region-Chanchamayo"
H-AUR-100,Auro Reserve Saloy 100%,63,63,543,96,$2.99,$11.00,60,63.5,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Chocolate Bars,100,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Gluten Free",AOC silver 2020,"100% Cacao,Dark,Plain","Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-446.9,Philippines,,"btgt,distribution,earthy,estate-Enriquez Cacao Farm,has-award,marginhigh,mcountry-Philippines,region-Davao"
H-BAI-100,Baiani Dark Bahia 100%,28,17,294,66,$3.40,$13.00,58,85.05,Baiani,"Farm 1,Farm 2,Farm 3,Farm 4",Chocolate Bars,100,"Trace Dairy,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"100% Cacao,Dark,Plain","Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-227.68,Brazil,,"btgt,fruity,marginmidplus,mcountry-Brazil,region-Bahia"
H-BLV-100,Belvie Black Diamond 100%,335,47,311,331,$4.00,$14.00,80,86.18,Belvie Chocolate,"Farm 1,Farm 2,Farm 3",Chocolate Bars,100,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"100% Cacao,Dark,Plain","Sugar Free,Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",20.32,Vietnam,,"btgt,distribution,marginhigh,mcountry-Vietnam,region-Dong Nai"
H-BON-100,Bonnat 100% Noir Cacao,77,77,432,217,$7.50,$16.50,100,113.4,Bonnat,Farm 1,Chocolate Bars,100,"Trace Dairy,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"100% Cacao,Dark,Plain","KF Kosher Parve,Kosher,Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-215.44,Brazil,,"marginlow,mcountry-France"
H-CHT-100,Chocolate Tree Belize Black 100%,442,58,585,337,$3.82,$13.00,70,79.38,Chocolate Tree,,Chocolate Bars,100,"Trace Dairy,Trace Tree Nuts,Gluten Free,Trace Peanuts,Soy Free,Sesame Free",ICA Gold 2024,"Plain,100% Cacao","EU Organic,Non GMO,No Refined Sugar,Sugar Free,Keto Friendly,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-247.88,Belize,,"distribution,has-award,marginhigh,mcountry-Scotland"
H-FIR-100,Firetree Solomon Island Guadalcanal 100%,195,195,281,79,$2.67,$9.50,70,76.01,Firetree,"Farm 1,Farm 2",Chocolate Bars,100,"Trace Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free","AOC silver 2019,GT two 2024","100% Cacao,Dark,Plain","Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-201.95,Solomon Islands,,"btgt,distribution,has-award,marginhigh,mcountry-United Kingdom,region-Guadalcanal"
H-FIR-101,Firetree Vanuatu Malekula Island 100%,244,244,250,111,$2.67,$9.50,70,85.05,Firetree,"Farm 1,Farm 2",Chocolate Bars,100,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Tree Nut Free,Gluten Free",,"100% Cacao,Dark,Plain","Halal,Kosher,Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-139.09,Vanuatu,,"btgt,distribution,marginhigh,mcountry-United Kingdom,region-Malekula Island"
H-FJA-100,Fjåk Uganda Dark Chocolate 100%,419,129,401,419,$4.13,$14.00,60,85.05,Fjak,"Farm 1,Farm 2",Chocolate Bars,100,"Trace Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Trace Gluten",AOC gold 2022,"100% Cacao,Dark,Plain","EU Organic,Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",18,Uganda,,"btgt,distribution,estate-Semuliki Forest,fudgy,has-award,marginhigh,marginmidplus,mcountry-Norway,region-Bundibugyo"
H-FRE-102,Fresco Madagascar 100%,19,19,981,78,$8.20,$17.50,50,63.5,Fresco,"Farm 1,Farm 2",Chocolate Bars,100,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Tree Nut Free,Gluten Free",AOC gold 2019,"100% Cacao,Dark,Plain","Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-903.27,Madagascar,,"fruity,has-award,marginmid,mcountry-United States,region-Sambirano Valley"
H-FRE-105,Fresco O'Payo Medium Roast 100%,53,53,981,298,$8.20,$17.50,50,63.5,Fresco,"Farm 1,Farm 2",Chocolate Bars,100,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Tree Nut Free,Gluten Free",AOC silver 2021,"100% Cacao,Dark,Plain","Sugar Free,Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",-682.88,Nicaragua,,"has-award,marginmid,mcountry-United States,nutty,region-Waslala"
H-FRU-100,Fruition 100% Percent Bar,109,13,706,427,$7.13,$16.00,60,85.05,Fruition,"Farm 1,Farm 2",Chocolate Bars,100,"Trace Dairy,Trace Peanuts,Trace Tree Nuts,Trace Soy,Trace Sesame,Gluten Free",,"100% Cacao,Dark,Plain","Organic+,Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-279.48,Blend,,"marginlow,mcountry-United States"
H-ORF-100,Orfeve Dark Quillabamba Peru 100%,281,41,462,444,$4.43,$15.00,70,85.05,Orfeve,,Chocolate Bars,100,"Dairy Free,Peanut Free,Soy Free,Tree Nut Free,Gluten Free,Sesame Free",,"100% Cacao,Dark,Plain","Organic+,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-18.32,Peru,,
H-PRA-100,Pralus Le 100% Madagascar Dark Chocolate,810,162,828,349,$4.82,$14.00,100,113.4,Francois Pralus,"Farm 1,Farm 2",Chocolate Bars,100,"Trace Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"100% Cacao,Dark,Plain","EU Organic,Non GMO,Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-479.2,Madagascar,,"estate-Pralus,fruity,marginmid,mcountry-France,region-Nosy Be"
H-RAA-100,Raaka 100% Cacao Chocolate,105,105,462,185,$3.28,$8.00,56,59.53,Raaka,"Farm 1,Farm 2",Chocolate Bars,100,"Dairy Free,Peanut Free,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"100% Cacao,Dark,Plain,Raw","Kosher NFC,USDA Organic,Kosher,Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-276.71,Tanzania,,"estate-Kokoa Kamili,marginmidplus,mcountry-United States,region-Morogoro"
H-SOM-100,Soma Arcana Special Porcelana 100%,65,65,677,46,$7.47,$21.00,65,83.91,Soma,"Farm 1,Farm 2",Chocolate Bars,100,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten","AOC gold 2018,ICA silver 2016","100% Cacao,Dark,Plain","Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-630.57,Blend,,"has-award,marginlow,mcountry-Canada"
H-ZOT-100,Labooko Peru 100%,34,34,281,90,$5.68,$13.00,65,79.38,Zotter,"Farm 1,Farm 2",Chocolate Bars,100,"Trace Dairy,Trace Peanuts,Trace Sesame,Trace Soy,Trace Tree Nuts,Gluten Free",AOC silver 2016,"100% Cacao,Dark,Plain","Fair Trade,USDA Organic,Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-191,Peru,,"estate-Cooperativa Naranjillo,has-award,marginlow,mcountry-Austria,region-Huanuco"
H-ZOT-102,Labooko Maya Cacao 100%,60,18,250,129,$5.68,$13.00,70,79.38,Zotter,"Farm 1,Farm 2",Chocolate Bars,100,"Trace Dairy,Trace Peanuts,Trace Sesame,Trace Soy,Trace Tree Nuts,Gluten Free",,"100% Cacao,Dark,Plain","Fair Trade,USDA Organic,Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-121.43,Blend,,"fruity,marginlow,mcountry-Austria"
KC-DOM-502,Domori Tiramisu Truffle (Tartufo) single,716,406,68,"12,888",$0.48,$2.50,0,0,Bar & Cocoa,"Farm 1,Farm 2,Farm 3",Truffles & Gianduja,,,,,,"12,820",,,
KC-DOM-505,Domori Black Truffle (Tartufo Classico) single,1510,1300,98,"33,975",$0.48,$2.50,0,0,Bar & Cocoa,"Farm 1,Farm 2,Farm 3",Truffles & Gianduja,,,,,,"33,877",,,
M-AME-104,Amedei Mini Bars Toscano 90%,140,92,416,741,$1.21,$3.50,20,24.1,Amedei,"Farm 1,Farm 2",Mini Bars,,"Trace Dairy,Peanut Free,Soy Free,Trace Tree Nuts,Gluten Free,Sesame Free",,"Dark,Plain","Kosher Dairy,Kosher,No Gluten,No Soy,No Tree Nuts,No Dairy",325.18,,,"btgt,marginhigh,marginmid,mcountry-Italy,stocking-stuffer"
M-AME-105,Amedei Mini Bars Toscano 70%,108,60,493,360,$1.25,$3.50,20,24.1,Amedei,"Farm 1,Farm 2",Mini Bars,,"Trace Dairy,Peanut Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Kosher Dairy,Kosher,No Gluten,No Soy,No Tree Nuts,No Dairy",-133,,,"btgt,marginhigh,marginmid,mcountry-Italy,stocking-stuffer"
M-AME-109,Amedei Mini Bars Toscano Latte 32%,74,34,340,222,$1.25,$3.50,20,24.1,Amedei,"Farm 1,Farm 2",Mini Bars,,"Contains Dairy,Peanut Free,Soy Free,Trace Tree Nuts,Gluten Free,Sesame Free",,"Plain,Milk","Kosher Dairy,Kosher,No Gluten,No Soy,No Tree Nuts",-118,,,"btgt,marginhigh,marginmid,mcountry-Italy,stocking-stuffer"
M-AME-200,Amedei Mini Bars Toscano Red 70%,107,35,371,253,$1.25,$3.50,20,24.1,Amedei,"Farm 1,Farm 2",Mini Bars,,"Contains Dairy,Trace Dairy,Peanut Free,Soy Free,Trace Tree Nuts,Gluten Free,Sesame Free",,"Dark,Inclusions","Kosher Dairy,Kosher,No Gluten,No Soy,No Tree Nuts,No Dairy",-117.58,,"Fruit,Berries","btgt,marginhigh,marginmid,mcountry-Italy,stocking-stuffer"
M-AME-201,Amedei Mini Bars Toscano Blond 63%,136,88,371,"1,749",$1.25,$3.50,20,24.1,Amedei,"Farm 1,Farm 2",Mini Bars,,"Contains Dairy,Trace Dairy,Peanut Free,Soy Free,Trace Tree Nuts,Gluten Free,Sesame Free",,"Dark,Inclusions","Kosher Dairy,Kosher,No Gluten,No Soy,No Tree Nuts,No Dairy","1,377.57",,Fruit,"btgt,marginhigh,marginmid,mcountry-Italy,stocking-stuffer"
M-AME-202,Amedei Mini Bars Milk w/ Hazelnut,120,24,159,720,$1.20,$3.50,20,24.1,Amedei,"Farm 1,Farm 2",Mini Bars,,"Contains Dairy,Peanut Free,Soy Free,Gluten Free,Contains Tree Nuts,Sesame Free",,"Milk,Inclusions","Kosher Dairy,Kosher,No Gluten,No Soy",561,,"Hazelnut,Nuts","btgt,marginhigh,marginmid,mcountry-Italy,stocking-stuffer"
M-AME-204,Amedei Mini Bars White w/ Pistachio 29%,98,96,371,980,$1.25,$3.50,20,24.1,Amedei,"Farm 1,Farm 2",Mini Bars,,"Contains Dairy,Peanut Free,Soy Free,Contains Tree Nuts,Sesame Free,Gluten Free",,"Inclusions,White","Kosher Dairy,Kosher,No Gluten,No Soy",609,,"Nuts,Pistachio","btgt,marginhigh,marginmid,mcountry-Italy,stocking-stuffer"
M-AUR-104,Auro Mini Chocolate Bar Dark 64%,133,133,649,"1,197",$0.85,$3.25,27,28.35,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Dairy,Trace Peanuts,Contains Soy,Trace Tree Nuts,Trace Sesame,Trace Gluten",,"Dark,Plain","Halal,No Gluten,No Tree Nuts,No Dairy",548,Philippines,,"btgt,distribution,expiring-ignore,marginhigh,mcountry-Philippines,stocking-stuffer"
M-AUR-106,Auro Mini Chocolate Bar Milk 42%,134,134,340,804,$0.81,$3.25,20,31.18,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Peanuts,Contains Soy,Trace Tree Nuts,Contains Dairy,Trace Sesame,Trace Gluten",,"Milk,Plain","Halal,No Gluten,No Tree Nuts",464,Philippines,,"btgt,distribution,expiring-ignore,marginhigh,mcountry-Philippines,stocking-stuffer"
M-AUR-200,Auro Mini Chocolate Bar Calamansi Cheesecake 34%,94,94,235,"4,230",$0.94,$3.25,20,28.35,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Dairy,Trace Peanuts,Contains Soy,Trace Tree Nuts,Contains Gluten,Trace Sesame",,"Inclusions,White","Halal,No Gluten,No Tree Nuts,No Dairy","3,995",Philippines,"Fruit,Citrus","BTGO,btgt,distribution,expiring-ignore,marginhigh,mcountry-Philippines,overstock-more,stocking-stuffer"
M-AUR-201,Auro Mini Chocolate Bar Mocha Crunch 55%,164,20,289,"14,760",$0.91,$3.25,20,28.35,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Dairy,Trace Peanuts,Contains Soy,Trace Tree Nuts,Trace Sesame,Trace Gluten",,"Inclusions,Dark","Halal,No Gluten,No Tree Nuts,No Dairy","14,471",Philippines,Coffee,"btgt,distribution,expiring-ignore,marginhigh,mcountry-Philippines,stocking-stuffer"
