SKU,Product Title,QTY,Expiring QTY,Days till Expiration,Sell Out in Days,Unit Cost,Retail Price,Net Weight,Unit Gross Weight (g),Vendor-L,Farm Level,Product Type,Cacaonum,Allergens,Awards,Chocolate Type,Diet Icons,Exceeds Sellout,Source Country,Inclusion or Flavor,Tags-L
S-RAA-252,Raaka Strawberry Dipped Waffle Cone (Limited Edition),34,34,312,765,$2.04,$5.50,28,28.35,Raaka,"Farm 1,Farm 2",Chocolate Bars,40,"Dairy Free,Peanut Free,Soy Free,Tree Nut Free,Gluten Free",,"Inclusions,White","Kosher NFC,USDA Organic,Organic+,Vegan+",453,Peru,"Fruit,Berries","marginmidplus,mcountry-United States,region-San Martin"
S-SOM-113,Soma Pompona Vanilla White Chocolate,17,17,250,191,$7.56,$18.00,65,90.72,Soma,"Farm 1,Farm 2",Chocolate Bars,,"Contains Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Inclusions,White","Organic Sugar,No Gluten,No Soy,No Tree Nuts",-58.75,Blend,Nibs,"mcountry-Canada,rare"
X-ALN-501,Al Nassma Camel Milk Praline Chocolate Gift Box (18 pcs),13,13,195,390,$15.00,$55.00,238,396.89,Al Nassma,Farm 1,Bonbons & Pralines,36,"Contains Dairy,Contains Soy,Trace Gluten,Sesame Free,Contains Tree Nuts,Peanut Free",,"Milk,Filled,Inclusions","Halal,Milk Alternative,No Gluten",195,,"Nuts,Hazelnut,Coffee,Pistachio","Gift Box,Gifts"
X-AME-350,Amedei Crema Toscana Classic Gianduja Spread,20,20,250,225,$6.61,$20.00,200,351.53,Amedei,"Farm 1,Farm 2",Sauces & Spreads,,"Contains Dairy,Peanut Free,Sesame Free,Contains Tree Nuts,Soy Free,Gluten Free",AOC silver 2019,"Inclusions,Milk,Gianduja","Kosher Dairy,Kosher,No Soy",-25,,"Hazelnut,Nuts","dadsday,has-award,marginmidplus"
X-AME-351,Amedei Crema Nocciola Black Spread,51,15,158,574,$6.43,$19.50,200,351.53,Amedei,"Farm 1,Farm 2",Sauces & Spreads,26,"Trace Dairy,Peanut Free,Sesame Free,Soy Free,Contains Tree Nuts,Gluten Free",,"Dark,Inclusions,Gianduja","Kosher Dairy,Kosher,Vegan+,No Gluten,No Soy,No Dairy",415.75,Blend,"Hazelnut,Nuts","marginmidplus,specialty"
X-AME-504,Amedei Assorted Pralines Gold Box (5 pcs),51,21,174,353,$7.14,$18.50,50,121.9,Amedei,"Farm 1,Farm 2",Bonbons & Pralines,,"Contains Dairy,Sesame Free,Soy Free,Contains Tree Nuts,Gluten Free",,"Dark,Flavored,Truffle","Kosher Dairy,Kosher,No Gluten,No Soy",179.08,Blend,Praline,"expiring-now,Gift Box,Gifts,hidebox,marginlow,mcountry-Italy,momsday,valentinesday"
X-AME-507,Amedei Chocolate Pralines Gift Box (25 pcs),31,31,189,233,$22.41,$75.00,280,566.99,Amedei,"Farm 1,Farm 2",Bonbons & Pralines,,"Contains Dairy,Trace Peanuts,Sesame Free,Soy Free,Contains Tree Nuts,Gluten Free",,"Dark,Flavored","Kosher Dairy,Kosher,No Gluten,No Soy",43.5,Blend,"Coffee,Praline,Spice","dadsday,featured,Gift Box,Gifts,hidebox,marginmidplus,mcountry-Italy,momsday,valentinesday"
X-AME-601,Amedei Napolitains Cru Monorigine (12 pcs),72,24,401,648,$5.82,$17.50,55,94.97,Amedei,"Farm 1,Farm 2",Mini Squares,70,"Trace Dairy,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Kosher Dairy,Kosher,Non GMO,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",247,Blend,,"etsy,Gift Box,Gifts,marginmid,mcountry-Italy,stocking-stuffer"
X-AME-602,Amedei Napolitains Chuao 70% (12 pcs),85,13,386,546,$6.95,$20.00,55,94.97,Amedei,"Farm 1,Farm 2",Mini Squares,70,"Trace Dairy,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Kosher Dairy,Kosher,Non GMO,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",160.43,Venezuela,,"etsy,Gift Box,Gifts,marginmid,mcountry-Italy,momsday"
X-AME-605,Amedei Napolitains Cru Monorigine Variety (36 pcs),79,43,462,395,$18.14,$48.00,160,271.3,Amedei,"Farm 1,Farm 2",Mini Squares,70,"Trace Dairy,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Kosher Dairy,Kosher,Non GMO,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-67,Blend,,"etsy,Gift Box,Gifts,hidebox,marginmid,mcountry-Italy"
X-AMO-500,A. Morin Dark Chocolate Tasting Box (27 pieces),66,66,291,457,$10.32,$39.00,120,170.1,Chocolaterie A Morin,"Farm 1,Farm 2",Mini Squares,63,"Trace Dairy,Peanut Free,Trace Sesame,Soy Free,Trace Tree Nuts,Trace Gluten",,"Dark,Plain","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",165.92,Blend,,"etsy,Gift Box,Gifts,marginmid,mcountry-France"
X-AUR-312,Auro Unsweetened Dark Chocolate Coins 100%,28,28,649,70,$4.85,$23.50,350,368.54,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Baking Ingredients,100,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"100% Cacao,Dark,Plain","Halal,Sugar Free,Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",-579,Philippines,,"btgt,distribution,earthy,marginhigh,mcountry-Philippines,region-Davao"
X-AUR-313,Auro Milk Chocolate Coins 42%,49,13,340,"2,205",$4.85,$23.50,350,396.89,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Baking Ingredients,42,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Trace Gluten",,"Milk,Plain","Halal,No Gluten,No Tree Nuts","1,865",Philippines,,"btgt,distribution,marginhigh,mcountry-Philippines,region-Davao"
X-AUR-314,Auro White Chocolate Coins 32%,15,15,288,150,$4.85,$23.50,350,396.89,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Baking Ingredients,32,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Trace Gluten",,"Plain,White","Halal,No Gluten,No Tree Nuts",-138,Philippines,,"btgt,distribution,marginhigh,mcountry-Philippines,region-Davao"
X-AUR-500,Auro Fiesta Collection Gift Pack (5 Mini Bar Set),275,67,235,240,$3.42,$16.00,100,141.75,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,Plain,"No Gluten,No Soy,No Tree Nuts,No Dairy",5.29,Philippines,,"btgt,distribution,Gift Box,Gifts,marginhigh,mcountry-Philippines,region-Davao,stocking-stuffer"
X-BAR-806,Theobromine Chocolate Trucker Hat,19,19,1583,"3,420",,$19.00,0,79.38,Bar & Cocoa,"Farm 1,Farm 2,Farm 3",Accessories,,,,,,"1,837",,,"expiring-ignore,Gifts,overstock-ignore"
X-BIX-402,Bixby Nutty for Me Chocolate Bites,19,12,554,380,$4.04,$10.00,120,131.83,Bixby Chocolate,"Farm 1,Farm 2",Chocolate-Covered Treats,45,"Contains Dairy,Contains Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Gluten Free",,"Inclusions,Milk","USDA Organic,No Gluten,No Soy,No Tree Nuts",-174,,"Nuts,Peanut",mcountry-United States
X-CAC-300,Cacao Hunters Minis Sierra Nevada 64%,12,12,250,60,$5.00,$27.50,240,254.01,Cacao Hunters,"Farm 1,Farm 2,Farm 3",Mini Squares,64,"Trace Dairy,Peanut Free,Sesame Free,Contains Soy,Trace Tree Nuts,Gluten Free","ICA gold 2016,ICA silver 2019,ICA silver 2022","Dark,Plain","Vegan,No Gluten,No Tree Nuts,No Dairy",-190,Colombia,,"bold,btgt,has-award,marginhigh,mcountry-Colombia,region-Sierra Nevada"
X-CAT-500,Cacaoteca Dark Chocolate Rum Truffles (12 pcs),47,47,147,846,$6.00,$25.00,100,141.75,Cacaoteca,"Farm 1,Farm 2,Farm 3",Truffles & Gianduja,78,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Dark,Flavored,Truffle","No Gluten,No Soy,No Tree Nuts,No Dairy",699,Dominican Republic,Alcohol,"black-friday,BTGO,btgt,dadsday,expiring-now,Gifts,hidebox,holiday,mcountry-Dominican Republic,momsday,overstock-more,valentinesday"
X-CAT-501,Cacaoteca Milk Chocolate Rum Truffles (12 pcs),94,94,147,"2,115",$6.00,$25.00,100,170.1,Cacaoteca,"Farm 1,Farm 2,Farm 3",Truffles & Gianduja,,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Milk,Plain,Truffle","No Gluten,No Soy,No Tree Nuts,No Dairy","1,968",,Alcohol,"BTGO,btgt,dadsday,expiring-now,Gifts,hidebox,mcountry-Dominican Republic,momsday,overstock-more,valentinesday"
X-CHT-402,Chocolate Tree Milk Chocolate Covered Almonds 50%,37,17,401,238,$7.05,$24.00,200,218.29,Chocolate Tree,,Chocolate-Covered Treats,50,"Gluten Free,Soy Free,Sesame Free,Trace Peanuts,Contains Dairy,Contains Tree Nuts",,"Milk,Dragees","EU Organic,Non GMO,No Gluten,No Soy",-163.14,Peru,Almond,"distribution,marginhigh,mcountry-Scotland"
X-CHT-403,Chocolate Tree Dark Chocolate Covered Hazelnuts 70%,50,20,371,"1,125",$7.05,$24.00,200,218.29,Chocolate Tree,,Chocolate-Covered Treats,70,"Trace Dairy,Gluten Free,Soy Free,Sesame Free,Trace Peanuts,Contains Tree Nuts",,"Dark,Dragees,Inclusions","EU Organic,No Refined Sugar,Non GMO,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",754,Peru,"Hazelnut,Nuts","black-friday,distribution,marginhigh,mcountry-Scotland"
X-DOM-252,Domori Quantum White Chocolate Slab w/ Whole Salted Pistachios,12,12,220,"2,160",$22.32,$75.00,500,544.31,Domori,"Farm 1,Farm 2",Chocolate Slabs,32,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Contains Tree Nuts,Gluten Free",,"Inclusions,White",No Gluten,"1,940",Blend,Nuts,"btgt,Gifts,hidebox,marginhigh,mcountry-Italy,overstock-little"
X-DOM-313,Domori Crema Gianduja Spread,51,27,97,765,$2.69,$6.50,30,141.75,Domori,"Farm 1,Farm 2",Sauces & Spreads,48,"Trace Dairy,Trace Peanuts,Sesame Free,Contains Soy,Contains Tree Nuts,Gluten Free",,"Dark,Gianduja","Vegan+,No Gluten,No Dairy",668,Blend,Hazelnut,"btgt,dadsday,distribution,expiring-later,marginhigh,mcountry-Italy,overstock-more,specialty"
X-DOM-403,Domori Dragees Chocolate Covered Orange,35,17,189,150,$2.04,$5.50,40,47.63,Domori,"Farm 1,Farm 2",Chocolate-Covered Treats,,"Trace Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Gluten Free",,"Dark,Inclusions","Vegan+,No Gluten,No Tree Nuts,No Dairy",-39,Blend,"Fruit,Orange","btgt,confections,expiring-later,marginhigh,specialty,stocking-stuffer"
X-DOM-441,Domori Chocolate Coated Orange Tin Gift Box,18,18,128,116,$13.64,$36.99,200,340.19,Domori,"Farm 1,Farm 2",Chocolate-Covered Treats,62,"Trace Dairy,Trace Peanuts,Contains Soy,Trace Tree Nuts,Trace Gluten,Sesame Free",,"Dark,Inclusions","Vegan+,No Gluten,No Tree Nuts,No Dairy",-12.29,,"Fruit,Orange","Gift Box,Gifts,hidebox,holiday,marginhigh,mcountry-Italy,sale,sale-manual"
X-DOM-502,Domori Dubai Chocolate Pralines Gift Box (9 pcs),88,40,67,255,$12.25,$29.00,108,175.77,Domori,"Farm 1,Farm 2",Bonbons & Pralines,,"Contains Tree Nuts,Contains Soy,Contains Gluten,Contains Dairy,Trace Peanuts,Sesame Free",,"Filled,Truffle,Inclusions",,188.48,,"Pistachio,Nuts,Almond","bfcm-free-gift,black-friday,distribution,expiring-now,featured,Gift Box,Gifts,hidebox,holiday,marginhigh,mcountry-Italy"
X-FHC-400,Friis Holm Filled Chocolate Frederiksdal Cherry Praline Box (8 pcs),24,14,159,"1,080",$16.01,$32.00,80,155.92,Friis Holm,"Farm 1,Farm 2",Bonbons & Pralines,70,"Sesame Free,Peanut Free,Soy Free,Gluten Free,Trace Tree Nuts,Trace Dairy",,"Dark,Filled,Inclusions",Vegan+,921,Nicaragua,"Cherry,Alcohol","Gifts,mcountry-Denmark,overstock-more"
X-FJA-500,Fjåk Chocolate Coated Salted Caramels (6 pcs),99,15,97,318,$7.28,$22.00,90,113.4,Fjak,"Farm 1,Farm 2",Caramels & Toffees,70,"Contains Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Trace Gluten",,"Dark,Flavored,Inclusions,Truffle","EU Organic,No Gluten,No Soy,No Tree Nuts",221.21,Tanzania,,"BTGO,distribution,estate-Kokoa Kamili,expiring-later,featured,Gifts,holiday,marginlow,mcountry-Norway,overstock-more"
X-FJA-503,Fjåk Chocolate Coated Mixed Caramels (12 pcs),36,12,189,295,$10.30,$39.00,180,226.8,Fjak,"Farm 1,Farm 2",Caramels & Toffees,,"Contains Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Trace Gluten",,"Dark,Flavored,Inclusions,Truffle","EU Organic,No Gluten,No Soy,No Tree Nuts",105.55,,,"distribution,Gift Box,Gifts,hidebox,marginhigh,marginmidplus,mcountry-Norway,momsday"
X-FRB-400,French Broad Dark Chocolate Covered Cherries,17,17,646,109,$7.20,$17.00,170,170.1,French Broad Chocolates,"Farm 1,Farm 2",Chocolate-Covered Treats,65,"Soy Free,Trace Gluten,Trace Sesame,Trace Dairy,Trace Tree Nuts,Trace Peanuts",,"Dark,Dragees,Inclusions","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-536.71,,Fruit,"expiring-now,mcountry-United States"
X-FRB-402,French Broad Dark Chocolate Covered Caramelized Almonds,21,21,250,378,$7.20,$17.00,170,170.1,French Broad Chocolates,"Farm 1,Farm 2",Chocolate-Covered Treats,65,"Trace Gluten,Trace Dairy,Trace Peanuts,Contains Tree Nuts,Soy Free,Trace Sesame",,"Dark,Dragees,Inclusions","No Gluten,No Soy,No Dairy",128,,"Almond,Nuts",mcountry-United States
X-FRB-403,French Broad Milk Chocolate Covered Caramelized Hazelnut,21,21,189,473,$7.20,$17.00,170,170.1,French Broad Chocolates,"Farm 1,Farm 2",Chocolate-Covered Treats,45,"Contains Dairy,Soy Free,Contains Tree Nuts,Trace Peanuts,Trace Sesame,Trace Gluten",,"Dragees,Inclusions,Milk","No Gluten,No Soy",283.5,,,"BTGO,mcountry-United States"
X-GOC-506,Guido Gobino Assorted Chocolate Selection Gift Box,23,23,209,518,$33.17,$100.00,330,544.31,Guido Gobino,"Farm 1,Farm 2",Gift Boxes,,"Contains Dairy,Trace Peanuts,Sesame Free,Trace Soy,Contains Tree Nuts,Trace Gluten",,"Dark,Dark Milk,Filled,Flavored,Inclusions,Milk,Gianduja","No Refined Sugar,No Gluten,No Soy",308.5,Blend,"Hazelnut,Praline","Christmas,confections,dadsday,etsy,Gift Box,Gifts,hidebox,marginhigh,mcountry-Italy,momsday,overstock-little"
X-GOC-532,Guido Gobino Sea Salt Cremino Bag,36,12,220,"1,080",$16.29,$48.00,250,249.48,Guido Gobino,"Farm 1,Farm 2",Truffles & Gianduja,,"Contains Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Gluten Free",,"Dark,Inclusions,Gianduja","No Refined Sugar,No Gluten,No Soy,No Tree Nuts",860,Blend,"Nuts,Praline","btgt,etsy,expiring-now,Gifts,marginhigh,mcountry-Italy,overstock-more,specialty,valentinesday"
X-LUI-400,Luisa Abram Dragees Dark Chocolate Covered Cupuaçu Fruit 70%,35,11,250,630,$10.79,$25.00,120,136.08,Luisa Abram,"Farm 3,Farm 1,Farm 2",Chocolate-Covered Treats,70,"Contains Dairy,Gluten Free,Trace Tree Nuts,Trace Peanuts,Sesame Free,Soy Free",,"Dark,Dragees,Inclusions","No Gluten,No Soy,No Tree Nuts",380,Brazil,"Fruit,Cupuacu","marginlow,mcountry-Brazil,region-Amazonas"
X-MAY-501,Mayana Chocolate Luxury Caramels Gift Box (16 pcs),27,15,227,243,$22.50,$42.00,0,453.59,Mayana Chocolate,,Caramels & Toffees,,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Contains Tree Nuts,Trace Gluten",,"Dark Milk,Inclusions",No Gluten,16,,,"expiring-later,Gift Box,Gifts,hidebox,mcountry-United States,valentinesday"
X-MAY-502,Mayana Chocolate Salted Caramels Bag (10 pcs),53,53,312,596,$6.03,$20.00,140,181.44,Mayana Chocolate,,Caramels & Toffees,,"Contains Dairy,Contains Soy,Trace Peanuts,Trace Tree Nuts,Trace Gluten,Sesame Free",,Inclusions,"No Gluten,No Tree Nuts",284.25,,Caramel,
X-MIC-402,Michel Cluizel Chocolate Covered Candied Orange Strips,33,15,121,330,$12.03,$32.00,130,136.08,Michel Cluizel,"Farm 1,Farm 2",Chocolate-Covered Treats,,"Trace Dairy,Trace Peanuts,Soy Free,Trace Tree Nuts,Trace Gluten,Sesame Free",,"Dark,Inclusions","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",209,Blend,"Fruit,Orange","confections,marginlow,mcountry-France,overstock-little,specialty"
X-MIC-502,Michel Cluizel 48-Piece Chocolate Bon Bons Gift Box (Mixed),24,18,97,166,$62.63,$155.00,525,816.47,Michel Cluizel,"Farm 1,Farm 2",Bonbons & Pralines,,"Contains Dairy,Trace Peanuts,Sesame Free,Soy Free,Contains Tree Nuts,Contains Gluten",,"Dark,Inclusions,Milk,Truffle",No Soy,69.15,Blend,,"confections,dadsday,etsy,expiring-now,Gift Box,Gifts,hidebox,marginlow,mcountry-France,momsday,valentinesday"
X-MRA-300,Marana Mini Square Bites Dark 70%,27,27,462,810,$4.20,$17.00,150,170.1,Maraná,"Farm 1,Farm 2,Farm 3",Mini Squares,70,"Trace Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",348,Peru,,"fruity,mcountry-Peru"
X-MVE-501,Maeve Dark Salty Toffee Bonbon Box,27,27,295,"1,215",$5.97,$17.00,113,147.42,Maeve,,Bonbons & Pralines,,"Contains Dairy,Trace Peanuts,Contains Soy,Trace Gluten,Trace Sesame,Trace Tree Nuts",,"Dark,Truffle,Inclusions","Kosher Dairy,No Tree Nuts,No Gluten",920,,Toffee,"Gift Box,valentinesday"
X-MVE-502,Maeve Spring Mix Bonbon Box,12,12,169,270,$11.23,$28.00,113,147.42,Maeve,,Bonbons & Pralines,,"Contains Dairy,Trace Peanuts,Contains Soy,Trace Sesame,Trace Tree Nuts,Contains Gluten",,"Dark,Truffle,Inclusions","Kosher Dairy,No Tree Nuts",101,,"Fruit,Caramel,Berries","Gift Box,Gifts,hidebox"
X-MVE-510,Maeve Sail Away Bonbon Gift Box,17,17,169,"1,530",$10.66,$28.00,170,221.13,Maeve,,Bonbons & Pralines,,"Contains Dairy,Trace Peanuts,Contains Soy,Trace Gluten,Trace Sesame,Trace Tree Nuts",,"Dark,Truffle,Inclusions","Kosher Dairy,No Tree Nuts,No Gluten","1,361",,Toffee,"Gift Box,Gifts"
X-PRA-252,Pralus Pyramide des Tropiques,189,21,401,362,$18.73,$49.50,500,569.26,Francois Pralus,"Farm 1,Farm 2",Chocolate Bars,75,"Trace Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Non GMO,Vegan,No Gluten,No Tree Nuts,No Dairy",-39.09,Blend,,"bundle,dadsday,etsy,fudgy,Gift Box,Gifts,marginhigh,mcountry-France,momsday,valentinesday"
X-PRA-350,Pralus Hazelnut Cream (Creme de Noisette),11,11,554,124,$7.55,$25.00,250,425.24,Francois Pralus,"Farm 1,Farm 2",Sauces & Spreads,,"Contains Dairy,Trace Peanuts,Sesame Free,Soy Free,Contains Tree Nuts,Gluten Free",,"Dark,Inclusions,Gianduja","No Gluten,No Soy",-430.25,Blend,"Hazelnut,Nuts,Praline","dadsday,marginmid,mcountry-France,specialty"
X-RAN-500,Ranger Salted Caramel Box (4 pcs),25,25,220,563,$5.40,$14.00,72,170.1,Ranger Chocolate,Farm 1,Caramels & Toffees,,"Peanut Free,Soy Free,Trace Tree Nuts,Trace Gluten,Trace Sesame,Contains Dairy",AOC gold 2025,"Dark,Inclusions","No Gluten,No Soy,No Tree Nuts,No Refined Sugar,Organic+,Organic Sugar",342.5,,Caramel,"momsday,valentinesday"
X-RAN-501,Ranger Lavender Caramels Box (4 pcs),26,26,220,780,$5.40,$14.00,72,170.1,Ranger Chocolate,Farm 1,Caramels & Toffees,,"Peanut Free,Soy Free,Trace Tree Nuts,Trace Gluten,Trace Sesame,Contains Dairy",,"Dark,Inclusions","No Gluten,No Soy,No Tree Nuts,No Refined Sugar,Organic+,Organic Sugar",560,,Caramel,"momsday,valentinesday"
X-RAN-502,Ranger Maple Caramels Box (4 pcs),13,13,220,234,$5.40,$14.00,72,170.1,Ranger Chocolate,Farm 1,Caramels & Toffees,,"Peanut Free,Soy Free,Trace Tree Nuts,Trace Gluten,Trace Sesame,Contains Dairy",,"Dark,Inclusions","No Gluten,No Soy,No Tree Nuts,No Refined Sugar,Organic+,Organic Sugar",14,,Caramel,"momsday,valentinesday"
X-RIT-501,Ritual Vanilla Chocolate Cherries,46,16,573,690,$8.64,$16.50,171,226.8,Ritual Chocolate,"Farm 1,Farm 2",Chocolate-Covered Treats,70,"Dairy Free,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Dark,Dragees,Flavored,Inclusions","Organic Cacao,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",117,,Fruit,"Gifts,hidebox"
X-SOM-401,Soma Dark Chocolate Covered Cherries,12,12,220,57,$7.06,$18.00,100,113.4,Soma,"Farm 1,Farm 2",Chocolate-Covered Treats,,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Dark,Dragees,Inclusions","Organic Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-163.16,Blend,Fruit,"marginlow,mcountry-Canada"
X-SOM-402,Soma Dark Chocolate Covered Hazelnuts,12,12,250,77,$6.05,$17.00,100,113.4,Soma,"Farm 1,Farm 2",Chocolate-Covered Treats,,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Contains Tree Nuts,Trace Gluten",,"Dark,Inclusions","Organic Sugar,Vegan+,No Gluten,No Soy,No Dairy",-172.86,Blend,,"marginlow,mcountry-Canada"
X-SOM-404,Soma Chocolate Pecan Pie Pralines,12,12,250,180,$7.06,$18.00,100,113.4,Soma,"Farm 1,Farm 2",Chocolate-Covered Treats,,"Contains Dairy,Trace Peanuts,Sesame Free,Trace Soy,Contains Tree Nuts,Trace Gluten",,"Dark,Inclusions","Organic Sugar,No Gluten,No Soy",-70,Blend,Praline,"marginlow,mcountry-Canada"
X-THE-401,Theo & Philo Mango Coconut Chocolate Crunch 65%,103,15,219,386,$5.85,$22.00,150,170.1,Theo & Philo,"Farm 1,Farm 2,Farm 3",Chocolate-Covered Treats,65,"Trace Dairy,Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Inclusions","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",167.25,Philippines,,"expiring-later,hidebox,marginhigh,mcountry-Philippines,overstock-more,region-Davao"
X-VAL-501,Valrhona Paris Theme Dark & Milk Croustibilles Chocolate Gift Box,13,13,127,78,$13.04,$30.00,160,198.45,Valrhona,"Farm 1,Farm 2,Farm 3",Chocolate-Covered Treats,,"Contains Dairy,Trace Peanuts,Sesame Free,Trace Soy,Contains Tree Nuts,Contains Gluten",,"Dark,Inclusions","Kosher Dairy,Kosher,No Soy",-49,,Nuts,"distribution,featured,Gift Box,Gifts,marginmidplus,mcountry-France"
X-VAL-505,Valrhona Bonbons 15 Piece Chocolate Gift Box (Dark),36,12,127,203,$16.04,$39.00,150,198.45,Valrhona,"Farm 1,Farm 2,Farm 3",Bonbons & Pralines,,"Contains Dairy,Peanut Free,Sesame Free,Trace Soy,Contains Tree Nuts,Trace Gluten",,"Dark,Filled,Plain,Truffle","No Gluten,No Soy",75.5,Madagascar,,"BTGO,dadsday,featured3,Gift Box,Gifts,mcountry-France,momsday,overstock-more"
XC-ORA-304,Ora Ceremonial Cacao Tantric Rose Blossom,19,11,324,244,$15.66,$35.00,227,226.8,Ora Cacao,"Farm 1,Farm 2",Drinking Chocolate,100,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"100% Cacao,Dark,Inclusions","USDA Organic,Keto Friendly,Non GMO,Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-79.71,Tanzania,,"estate-Kokoa Kamili,marginlow,mcountry-United States,valentinesday"
XD-AME-306,Amedei Gocce Toscano Black (Dark Chocolate) Chips 70%,112,52,493,296,$9.88,$28.00,250,340.19,Amedei,"Farm 1,Farm 2",Baking Ingredients,70,"Trace Dairy,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Kosher Dairy,Kosher,Non GMO,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-196.53,Blend,,"marginmidplus,mcountry-Italy"
XD-AME-307,Amedei Gocce Toscano Latte (Milk Chocolate) Chips 32%,83,23,371,267,$9.88,$28.00,250,340.19,Amedei,"Farm 1,Farm 2",Baking Ingredients,32,"Contains Dairy,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Milk,Plain","Kosher Dairy,Kosher,No Gluten,No Soy,No Tree Nuts",-104.21,Blend,,"hidebox,marginmidplus,mcountry-Italy"
XD-AUR-300,Auro Unsweetened Natural Cacao Powder 100%,92,92,679,131,$4.85,$23.50,350,187.11,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Baking Ingredients,100,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten","AOC gold 2019,ICA silver 2023","100% Cacao,Dark,Plain","Halal,Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-547.57,Philippines,,"btgt,distribution,earthy,has-award,marginhigh,mcountry-Philippines,region-Davao"
XD-CHT-301,Chocolate Tree Hot Chocolate Milk 45%,76,16,371,977,$5.75,$21.00,200,184.27,Chocolate Tree,,Drinking Chocolate,50,"Trace Dairy,Trace Tree Nuts,Soy Free,Gluten Free,Trace Peanuts,Sesame Free",,Milk,"EU Organic,Non GMO,No Gluten,No Soy,No Tree Nuts,No Dairy",606.14,Peru,,"distribution,marginhigh,mcountry-Scotland"
XD-DEF-301,Definite Drinking Chocolate Dark 70%,44,44,554,"1,320",$6.75,$21.00,0,283.5,Definite Chocolate,"Farm 1,Farm 2,Farm 3",Drinking Chocolate,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Organic Cacao,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",766,Dominican Republic,,"BTGO,btgt,estate-Oko Caribe,marginhigh,mcountry-Dominican Republic,region-Duarte"
